地名,X,Y,城市,排名,name_en
雅鲁藏布大峡谷,94.938004,29.612861,林芝,400,Yarlung Zangbo Grand Canyon
白马寺,112.605311,34.721827,洛阳,401,White Horse Temple
沙家浜风景区,120.794008,31.549287,苏州,402,Shajiabang Scenic Area
新疆国际大巴扎,87.618014,43.779977,乌鲁木齐,403,Xinjiang International Grand Bazaar
黑山谷风景区,106.997816,28.887775,重庆,404,Heishan Valley Scenic Area
普者黑景区,104.131523,24.117923,文山,405,Puzhehei Scenic Area
龙虎山风景区,116.981167,28.117322,鹰潭,406,Longhu Mountain Scenic Area
鹅銮鼻公园,120.854354,21.900193,屏东,407,Eluanbi Park
曲阜三孔景区,116.990687,35.596515,济宁,408,Qufu San Kong (Three Confucius Sites)
皇城相府,112.583069,35.513819,晋城,409,Huangcheng Xiangfu
圆明新园,113.540189,22.243344,珠海,410,Yuanming New Garden
古窑民俗博览区,117.184904,29.283796,景德镇,411,Ancient Kiln Folk Customs Expo Area
五彩池,103.933001,33.045128,阿坝,412,Five-Color Pond
上海证券交易所,121.511081,31.236357,上海,413,Shanghai Stock Exchange
天一广场,121.553917,29.87006,宁波,414,Tianyi Square
北京杜莎夫人蜡像馆,116.398288,39.897315,北京,415,Madame Tussauds Beijing
西津渡古街,119.430166,32.213355,镇江,416,Xijin Ferry Ancient Street
响沙湾,109.956368,40.244019,鄂尔多斯,417,Xiangshawan Desert
恩施土司城,109.471938,30.300813,恩施,418,Enshi Tusi City
东平国家森林公园,121.480171,31.683674,上海,419,Dongping National Forest Park
袁家界,110.447748,29.347929,张家界,420,Yuanjiajie
恒山,113.726862,39.663666,大同,421,Mount Heng
上海辰山植物园,121.182639,31.075431,上海,422,Shanghai Chenshan Botanical Garden
中正纪念堂,121.519674,25.035679,台北,423,National Chiang Kai-shek Memorial Hall
三潭印月,120.144214,30.237965,杭州,424,Three Pools Mirroring the Moon
清昭陵,123.427776,41.851193,沈阳,425,Zhaoling Mausoleum (Qing)
大开元寺,118.585539,24.914307,泉州,426,Dakaiyuan Temple
鸭绿江断桥,124.393701,40.118256,丹东,427,Yalu River Broken Bridge
光明顶,118.169224,30.132215,黄山,428,Bright Summit Peak
瞻园,118.784995,32.020969,南京,429,Zhan Garden
大明寺,119.413025,32.419513,扬州,430,Daming Temple
西双版纳原始森林公园,100.895359,22.018238,西双版纳,431,Xishuangbanna Primitive Forest Park
清明上河图景区,120.311365,29.140505,金华,432,Riverside Scene at Qingming Festival Scenic Area
南京海底世界,118.844988,32.05359,南京,433,Nanjing Underwater World
九华山,117.823956,30.478805,池州,434,Mount Jiuhua
卓尔山,100.270663,38.182308,海北,435,Zhuoer Mountain
星海公园,121.568831,38.878365,大连,436,Xinghai Park
南戴河,119.425385,39.786888,秦皇岛,437,Nandaihe
苏堤,120.142616,30.232099,杭州,438,Su Causeway
中国国家博物馆,116.401643,39.905103,北京,439,National Museum of China
日照海滨国家森林公园,119.625625,35.540452,日照,440,Rizhao Seaside National Forest Park
观澜湖华谊冯小刚电影公社,110.350471,19.918771,海口,441,Mission Hills Hualong Feng Xiaogang Movie Town
天脊龙门,118.963693,28.71487,衢州,442,Tianji Longmen
上海植物园,121.444548,31.147521,上海,443,Shanghai Botanical Garden
龙水峡地缝,107.791899,29.402655,重庆,444,Longshuixia Ground Fissure
贺兰山岩画,106.026671,38.741674,银川,445,Helan Mountain Rock Art
秋水广场,115.862743,28.682686,南昌,446,Qiushui Square
大梅沙海滨公园,114.307373,22.592442,深圳,447,Dameisha Seaside Park
交通银行博物馆,121.504107,31.23931,上海,448,Bank of Communications Museum
红山森林动物园,118.801675,32.091775,南京,449,Hongshan Forest Zoo
蜀南竹海,105.00779,28.473247,宜宾,450,Bamboo Sea in Southern Sichuan
织金洞,105.901884,26.768655,毕节,451,Zhijin Cave
清河坊街,120.169201,30.239934,杭州,452,Qinghefang Ancient Street
天子山,110.443743,29.401464,张家界,453,Tianzi Mountain
木渎古镇,120.512099,31.251197,苏州,454,Mudu Ancient Town
假日海滩,110.23797,20.03639,海口,455,Holiday Beach
新天地,121.474704,31.22125,上海,456,Xintiandi
尚湖风景区,120.685517,31.643186,苏州,457,Shanghu Scenic Area
海陵岛,111.847363,21.580409,阳江,458,Hailing Island
鸡鸣寺,118.795146,32.061,南京,459,Jiming Temple
呼伦贝尔大草原,117.988336,49.496456,呼伦贝尔,460,Hulunbuir Grassland
太平老街,112.972078,28.19358,长沙,461,Taiping Old Street
乾陵,108.219027,34.572845,咸阳,462,Qianling Mausoleum
蠡园,120.258752,31.517311,无锡,463,Li Garden
黄龙风景名胜区,103.835251,32.739304,阿坝,464,Huanglong Scenic and Historic Interest Area
旺角,114.175137,22.311889,香港,465,Mong Kok
溪口-滕头旅游景区,121.217049,29.661585,宁波,466,Xikou-Tengtou Tourist Scenic Area
锦溪古镇,120.899259,31.174811,苏州,467,Jinxi Ancient Town
江岭景区,118.03384,29.453165,上饶,468,Jiangling Scenic Area
玉门关,93.865188,40.354068,酒泉,469,Yumen Pass
仙女山国家森林公园,107.738939,29.497186,重庆,470,Fairy Mountain National Forest Park
七宝老街,121.354622,31.151929,上海,471,Qibao Old Street
四姑娘山,102.812234,31.02914,阿坝,472,Mount Siguniang
宝墨园,113.294504,22.894468,广州,473,Baomo Garden
卧佛院,105.319633,30.299553,资阳,474,Reclining Buddha Temple
古堰画乡景区,119.745375,28.296395,丽水,475,Ancient Weir Painting Village Scenic Area
黄龙洞,110.618542,29.367861,张家界,476,Huanglong Cave
红海滩国家风景廊道,121.84524,40.902395,盘锦,477,Red Beach National Scenic Corridor
岱庙,117.13059,36.193999,泰安,478,Dai Temple
上下九步行街,113.246022,23.113878,广州,479,Shangxiajiu Pedestrian Street
本溪水洞,124.081994,41.301172,本溪,480,Benxi Water Cave
滨海路,121.873126,39.380795,大连,481,Binhai Road
信号山公园,120.331592,36.06644,青岛,482,Signal Hill Park
千年瑶寨,112.301232,24.580936,清远,483,Thousand-Year Yao Village
成山头风景名胜区,122.704121,37.394428,威海,484,Chengshantou Scenic Area
朝天门广场,106.588003,29.567184,重庆,485,Chaotianmen Square
小梅沙海洋世界,114.328506,22.60403,深圳,486,Xiaomeisha Ocean World
栖霞山,118.969788,32.158176,南京,487,Qixia Mountain
千山,123.129957,41.009047,鞍山,488,Qianshan Mountain
千岛湖中心湖区,119.013154,29.594516,杭州,489,Qiandao Lake Central Area
外白渡桥,121.490393,31.243886,上海,490,Garden Bridge of Shanghai
鼎湖山,112.540906,23.1659,肇庆,491,Dinghu Mountain
木兰天池,114.284995,31.177941,武汉,492,Mulan Tianchi
西樵山风景名胜区,112.977168,22.924574,佛山,493,Xiqiao Mountain Scenic Area
溱湖国家湿地公园,120.085001,32.612741,泰州,494,Qinhu National Wetland Park
海军博物馆,120.329018,36.055515,青岛,495,Naval Museum
邛海国家湿地公园,102.276966,27.830916,凉山,496,Qionghai National Wetland Park
洗马潭大索道,100.145928,25.676751,大理,497,Xima Cableway
长隆飞鸟乐园,113.277786,23.02502,广州,498,Chimelong Birds Park
观前街,120.627433,31.311336,苏州,499,Guanqian Street
798艺术区,116.494614,39.984971,北京,500,798 Art District
库布齐沙漠,109.341701,40.382898,鄂尔多斯,501,Kubuqi Desert
蓬莱海洋极地世界,120.747592,37.826424,烟台,502,Penglai Polar Ocean World
杭州野生动物世界,119.984851,30.153993,杭州,503,Hangzhou Safari Park
大榕树,110.486022,24.731585,桂林,504,Big Banyan Tree
金马碧鸡坊,102.709864,25.033321,昆明,505,Golden Horse and Jade Rooster Archway
平江石牛寨景区,113.993667,28.909373,岳阳,506,Pingjiang Shiniu Fortress Scenic Area
天河潭旅游度假区,106.580084,26.441707,贵阳,507,Tianhetan Tourism Resort
陆家嘴,121.52439,31.22901,上海,508,Lujiazui
阅江楼,118.746528,32.094078,南京,509,Yuejiang Tower
九份老街,121.846823,25.106777,新北,510,Jiufen Old Street
千岛湖森林氧吧,119.218244,29.589513,杭州,511,Qiandao Lake Forest Oxygen Bar
广东科学中心,113.363065,23.039489,广州,512,Guangdong Science Center
西双版纳傣族园,100.94669,21.848265,西双版纳,513,Xishuangbanna Dai Garden
柳巷,112.567966,37.871075,太原,514,Liuxiang Lane
古猗园,121.316512,31.291636,上海,515,Guyi Garden
南丫岛,114.140147,22.197369,香港,516,Lamma Island
沙湖生态旅游区,106.36163,38.801701,石嘴山,517,Shahu Ecological Tourism Area
甘肃省博物馆,103.77546,36.066518,兰州,518,Gansu Provincial Museum
屯溪老街,118.308966,29.70883,黄山,519,Tunxi Old Street
濠河风景名胜区,120.867012,32.014318,南通,520,Haohe Scenic Area
天星桥风景区,105.676652,25.942419,安顺,521,Tianxingqiao Scenic Area
草原天路,114.795076,41.0042,张家口,522,Grassland Sky Road
月牙泉小镇,94.672029,40.102787,酒泉,523,Crescent Spring Town
马岭河峡谷,104.95345,25.130332,黔西南,524,Maling River Gorge
宁夏水洞沟旅游区,106.513202,38.292005,银川,525,Ningxia Shuidonggou Tourist Area
野柳地质公园,121.694303,25.203656,台北,526,Yehliu Geopark
野柳地质公园,121.694303,25.203656,新北,527,Yehliu Geopark
玉渊潭公园,116.322498,39.916168,北京,528,Yuyuantan Park
天柱山,116.459755,30.721562,安庆,529,Mount Tianzhu
独克宗古城,99.704778,27.804028,迪庆,530,Dukezong Ancient City
太鲁阁国家公园,121.622305,24.158001,花莲,531,Taroko National Park
内蒙古博物院,111.738654,40.839645,呼和浩特,532,Inner Mongolia Museum
王府井,116.411649,39.913507,北京,533,Wangfujing
盘山,117.282694,40.098392,天津,534,Panshan Mountain
东钱湖,121.648524,29.790562,宁波,535,Dongqian Lake
龙亭公园,114.351862,34.807092,开封,536,Longting Park
厦门湾·白塘湾火山公园,118.046079,24.224936,漳州,537,Xiamen Bay · Baitang Bay Volcanic Park
沱江,109.602269,27.950095,湘西,538,Tuo River
镇远古城,108.418569,27.050105,黔东南,539,Zhenyuan Ancient City
上海之巅观光厅,121.505505,31.233456,上海,540,Shanghai Tower Sightseeing Hall
李小龙乐园,113.12451,22.721849,佛山,541,Bruce Lee Paradise
东北虎林园,126.601024,45.817304,哈尔滨,542,Siberian Tiger Park
翡翠谷,118.224386,30.111356,黄山,543,Emerald Valley
张学良故居,117.201665,39.123925,天津,544,Zhang Xueliang's Former Residence
佛山祖庙,113.11354,23.028993,佛山,545,Foshan Ancestral Temple
泉城欧乐堡海洋极地世界,116.840082,36.74339,德州,546,Overseas Chinese Town OCT Ocean Polar World (Jinan)
焦山,119.487232,32.236965,镇江,547,Jiaoshan
成都动物园,104.10596,30.709602,成都,548,Chengdu Zoo
花之城,102.789085,25.053987,昆明,549,Flower City
昙华林,114.309012,30.551802,武汉,550,Tanhualin
太姥山,120.185015,27.11036,宁德,551,Mount Taimu
老门东历史街区,118.787627,32.01172,南京,552,Laomendong Historical Block
满洲里国门景区,117.354024,49.629424,呼伦贝尔,553,Manzhouli Gate Scenic Area
椰梦长廊,109.475726,18.274205,三亚,554,Coconut Dream Corridor
芙蓉街,117.023158,36.665563,济南,555,Furong Street
连岛,119.471162,34.759694,连云港,556,Liandao Island
锡惠名胜区,120.274963,31.577464,无锡,557,Xihui Scenic Area
陡坡塘瀑布,105.676833,25.995464,安顺,558,Dupotang Waterfall
黄帝陵,109.271084,35.585966,延安,559,Mausoleum of the Yellow Emperor
竹泉村,118.438235,35.646122,临沂,560,Bamboo Spring Village
北极村,122.359561,53.48156,大兴安岭,561,Arctic Village
文殊院,104.072502,30.675367,成都,562,Wenshu Monastery
断桥残雪,120.151655,30.258579,杭州,563,Melting Snow at Broken Bridge
老君山景区,111.656382,33.746184,洛阳,564,Laojun Mountain Scenic Area
迪士尼小镇,121.661903,31.139714,上海,565,Disneytown
天平山,120.500724,31.285915,苏州,566,Tianping Mountain
宜春明月山旅游区,114.261937,27.6021,宜春,567,Yichun Mingyue Mountain Tourist Area
中国科举博物馆(江南贡院),118.791068,32.020564,南京,568,China Imperial Examination Museum (Jiangnan Examination Hall)
地下大峡谷,118.540389,35.728195,临沂,569,Underground Grand Canyon
清水断崖,121.697396,24.216069,花莲,570,Qingshui Cliff
烟雨长廊,120.89497,30.94555,嘉兴,571,Smoky Rain Corridor
河南博物院,113.67193,34.78822,郑州,572,Henan Museum
八廓街,91.129011,29.650141,拉萨,573,Barkhor Street
朱家尖风景区,122.38616,29.904988,舟山,574,Zhujiajian Scenic Area
万峰林景区,104.924627,24.993929,黔西南,575,Wanfenglin Scenic Area
伏尔加庄园,126.902388,45.67283,哈尔滨,576,Volga Manor
五龙潭公园,117.014752,36.666154,济南,577,Wulongtan Park
周村古商城,117.842146,36.798273,淄博,578,Zhoucun Ancient Commercial City
江汉路步行街,114.288399,30.58333,武汉,579,Jianghan Road Pedestrian Street
北京海洋馆,116.340839,39.94461,北京,580,Beijing Aquarium
北京汽车博物馆,116.301669,39.828898,北京,581,Beijing Auto Museum
云龙湖旅游景区,117.153835,34.23734,徐州,582,Yunlong Lake Scenic Area
肇兴侗寨,109.181338,25.906198,黔东南,583,Zhaoxing Dong Village
南澳岛,117.061723,23.434951,汕头,584,Nan'ao Island
烟台山景区,121.402468,37.548901,烟台,585,Yantai Mountain Scenic Area
西栅夜游,120.486146,30.749076,嘉兴,586,Xizhan Night Tour
南海湾森林生态园,112.880494,22.856805,佛山,587,Nanhai Bay Forest Ecological Park
泉城广场,117.022209,36.661623,济南,588,Quancheng Square
上海海湾国家森林公园,121.69063,30.861384,上海,589,Shanghai Bay National Forest Park
华严寺,113.295009,40.092505,大同,590,Huayan Temple
龙凤山庄影视度假村,114.19285,22.713758,东莞,591,Dragon and Phoenix Villa Film & TV Resort
劈柴院,120.317917,36.071301,青岛,592,Pichaiyuan
龙宫,105.877456,26.106866,安顺,593,Dragon Palace
闸坡大角湾,111.847259,21.569034,阳江,594,Zhabo Dajiaowan
雍和宫,116.417362,39.947102,北京,595,Yonghe Temple (Lama Temple)
宋城千古情,120.098219,30.170602,杭州,596,Songcheng Romance of the Song Dynasty
日月双塔,110.294231,25.271323,桂林,597,Sun and Moon Pagodas
五泄风景区,120.05413,29.705651,绍兴,598,Wuxie Scenic Area
士林夜市,121.528604,25.084525,台北,599,Shilin Night Market
广州街香港街,120.298238,29.173711,金华,600,Guangzhou Street and Hong Kong Street
大炮台,113.547374,22.193989,澳门,601,Fortaleza do Monte
那拉提旅游风景区,84.026346,43.319504,伊犁,602,Nalati Tourist Scenic Area
盘门,120.616891,31.288656,苏州,603,Panmen Gate
东方绿舟景区,121.010537,31.109012,上海,604,Oriental Land Scenic Area
清源山,118.611006,24.942874,泉州,605,Mount Qingyuan
象山影视城,121.83724,29.287757,宁波,606,Xiangshan Film Studio
皓月园,118.075623,24.441906,厦门,607,Haoyue Garden
瑶琳仙境,119.538594,29.885814,杭州,608,Yaolin Fairyland
昂坪360缆车,113.906264,22.253297,香港,609,Ngong Ping 360 Cable Car
烂柯山,118.925232,28.877878,衢州,610,Lanke Mountain
棒棰岛,121.718886,38.88502,大连,611,Bangchui Island
九如山休闲旅游度假风景区,117.298028,36.480949,济南,612,Jiurushan Leisure Tourism Resort
三峡大瀑布,111.322556,30.925074,宜昌,613,Three Gorges Waterfall
十里画廊,110.485856,29.366054,张家界,614,Ten-mile Gallery
福建土楼王景区,117.006485,24.661522,龙岩,615,Fujian Tulou King Scenic Area
大召寺,111.654239,40.799817,呼和浩特,616,Dazhao Temple
西霞口神雕山野生动物园,122.631724,37.413371,威海,617,Xixiakou Wildlife World
蓝月谷,100.245047,27.126128,丽江,618,Blue Moon Valley
连州地下河,112.330034,25.001762,清远,619,Lianzhou Underground River
甪直古镇,120.872645,31.268812,苏州,620,Luzhi Ancient Town
噶丹松赞林寺,99.705807,27.859773,迪庆,621,Ganden Sumtseling Monastery
碧峰峡,102.990603,30.072412,雅安,622,Bifengxia
大屿山,113.946611,22.263509,香港,623,Lantau Island
北京世园公园,115.950939,40.444331,北京,624,Beijing Expo Park
中华门瓮城,118.781744,32.012662,南京,625,Zhonghuamen Wengcheng (Gate City)
花港观鱼,120.141778,30.23216,杭州,626,Viewing Fish at Flower Pond
兴坪古镇,110.529533,24.917127,桂林,627,Xingping Ancient Town
亚布力滑雪旅游度假区,128.468395,44.779394,哈尔滨,628,Yabuli Ski Resort
禾木风景区,87.433012,48.568649,阿勒泰,629,Hemu Scenic Area
东湖磨山景区,114.413148,30.548737,武汉,630,East Lake Moshan Scenic Area
北固山,119.457342,32.216716,镇江,631,Beigu Mountain
黑龙潭公园,100.237338,26.891912,丽江,632,Black Dragon Pool Park
虎跳峡,100.11318,27.18922,迪庆,633,Tiger Leaping Gorge
清晖园,113.255483,22.835639,佛山,634,Qinghui Garden
四方街,100.233809,26.872095,丽江,635,Sifang Street
天目湖,119.44579,31.318718,常州,636,Tianmu Lake
腾龙洞风景区,108.986117,30.329476,恩施,637,Tenglong Cave Scenic Area
松赞林景区,99.705848,27.859787,迪庆,638,Songzanlin Scenic Area
兴隆热带植物园,110.196094,18.733573,万宁,639,Xinglong Tropical Botanical Garden
人民公园,104.057641,30.656989,成都,640,People's Park
龙塔,126.680369,45.747833,哈尔滨,641,Long Tower (Dragon Tower)
广州动物园,113.305367,23.140399,广州,642,Guangzhou Zoo
巴山大峡谷,108.478932,31.682058,达州,643,Bashan Grand Canyon
滦州古城,118.757831,39.742487,唐山,644,Luanzhou Ancient City
北京大观园,116.356225,39.871304,北京,645,Beijing Grand View Garden
中国大竹海,119.659571,30.487078,湖州,646,China Big Bamboo Sea
第一海水浴场,120.342325,36.055751,青岛,647,First Bathing Beach
火焰山景区,89.514782,42.91897,吐鲁番,648,Flaming Mountain Scenic Area
天堂寨,115.777574,31.138093,六安,649,Paradise寨 (Tiantangzhai)
九溪烟树,120.113285,30.202739,杭州,650,Nine Creeks and Eighteen Gullies (Nine Creeks Misty Trees)
十八盘,117.10794,36.251013,泰安,651,Eighteen Bends
济南动物园,116.986795,36.70237,济南,652,Jinan Zoo
兰桂坊,114.16069,22.27813,香港,653,Lan Kwai Fong
武隆喀斯特旅游区,107.768121,29.417681,重庆,654,Wulong Karst Tourist Area
东部华侨城茶溪谷,114.278185,22.63152,深圳,655,OCT East Tea Stream Valley
厦门海底世界,118.071297,24.445865,厦门,656,Xiamen Underwater World
广东罗浮山风景名胜区,114.036321,23.26468,惠州,657,Guangdong Luofu Mountain Scenic Area
石室圣心大教堂,113.260105,23.114614,广州,658,Sacred Heart Cathedral (Shishi Cathedral)
长白山北坡景区,128.177585,42.183161,延边,659,Changbai Mountain North Slope Scenic Area
老外滩,121.560515,29.87653,宁波,660,The Bund (Ningbo)
泰晤士小镇,121.198177,31.03382,上海,661,Thames Town
观音山旅游风景区,114.115127,22.903181,东莞,662,Guanyinshan Tourist Scenic Area
碧螺塔海上酒吧公园,119.534977,39.820438,秦皇岛,663,Biluota Sea Bar Park
黄浦江,121.493,31.238457,上海,664,Huangpu River
世界魔鬼城,85.747475,46.130617,克拉玛依,665,World Devil City
钟山风景名胜区,118.850792,32.065815,南京,666,Zhongshan Scenic Area
殷墟,114.325595,36.122578,安阳,667,Yinxu Ruins
云南大学,102.70211,25.054066,昆明,668,Yunnan University
太白山国家森林公园,107.820873,34.064991,宝鸡,669,Taibai Mountain National Forest Park
胡雪岩故居,120.172586,30.237422,杭州,670,Hu Xueyan's Former Residence
婺源风景区,117.856782,29.271896,上饶,671,Wuyuan Scenic Area
福州云顶,119.01277,25.761929,福州,672,Fuzhou Yun Ding (Fuzhou Cloud Top)
笔架山,121.074506,40.828554,锦州,673,Bijia Mountain
惠山古镇,120.274156,31.581968,无锡,674,Huishan Ancient Town
十渡风景名胜区,115.599896,39.638315,北京,675,Shidu Scenic Area
赵州桥,114.768897,37.722504,石家庄,676,Zhaozhou Bridge
丹东凤凰山,124.086448,40.423712,丹东,677,Dandong Phoenix Mountain
雾凇岛,126.424765,44.120766,吉林市,678,Wusong Island (Rime Island)
古隆中,112.035352,32.011915,襄阳,679,Ancient Longzhong
湖南博物院,112.9935,28.211871,长沙,680,Hunan Museum
飞来峰,120.100771,30.236833,杭州,681,Feilai Peak
珠江夜游天字码头,113.271152,23.114695,广州,682,Pearl River Night Cruise Tianzi Wharf
怀远楼,117.094542,24.672152,漳州,683,Huaiyuan Building
金紫荆广场,114.178858,22.28168,香港,684,Golden Bauhinia Square
岳王庙景区,120.134669,30.25241,杭州,685,Yuewang Temple Scenic Area
梅园,120.226168,31.556019,无锡,686,Meiyuan (Plum Garden)
麦积山石窟,106.00822,34.350784,天水,687,Maijishan Grottoes
牛首山文化旅游区,118.748333,31.903477,南京,688,Niushou Mountain Cultural Tourism Area
正佳极地海洋世界,113.326323,23.132019,广州,689,Grandview Polar Ocean World
地王观光·深港之窗,114.110096,22.542486,深圳,690,Diwang Sightseeing · Shenzhen-Hong Kong Window
萍乡武功山风景区,114.129525,27.489096,萍乡,691,Pingxiang Wugong Mountain Scenic Area
逍遥津公园,117.295366,31.868709,合肥,692,Xiaoyaojin Park
仙都景区,120.140668,28.690055,丽水,693,Xiandu Scenic Area
镜泊湖风景区,128.954713,44.06464,牡丹江,694,Jingpo Lake Scenic Area
圣弥厄尔教堂,120.32075,36.068163,青岛,695,St. Michael's Cathedral (Qingdao)
鼓山,119.410892,26.079276,福州,696,Drum Mountain (Gushan)
山顶缆车,114.164184,22.274943,香港,697,Peak Tram
九丈崖,120.690037,37.989336,烟台,698,Jiuzhang Cliff
大宁公园,121.446764,31.27834,上海,699,Daning Park
中央广播电视塔,116.307129,39.919447,北京,700,China Central Radio & TV Tower
雪窦山,121.220505,29.692243,宁波,701,Xuedou Mountain
梅州客天下景区,116.155768,24.256962,梅州,702,Meizhou Hakka World Scenic Area
孔府,116.991667,35.597673,济宁,703,Kong Family Mansion
希拉穆仁草原,111.243656,41.319498,包头,704,Xilamuren Grassland
垦丁大街,120.796229,21.943291,屏东,705,Kending Street
湖光岩,110.285448,21.138815,湛江,706,Lake Light Rock (Huguangyan)
神农顶风景区,110.26248,31.463083,神农架,707,Shennongding Scenic Area
爱晚亭,112.937561,28.180438,长沙,708,Aiwan Pavilion
南山寺,109.200653,18.289439,三亚,709,Nanshan Temple
雨花台,118.781677,31.996791,南京,710,Yuhuatai Memorial Park
垦丁国家公园,120.78337,21.945715,屏东,711,Kenting National Park
通灵大峡谷,106.62545,23.023399,百色,712,Tongling Grand Canyon
虎跳峡（香格里拉段）,100.115197,27.189315,迪庆,713,Tiger Leaping Gorge (Shangri-La Section)
巴松措,93.967914,30.007832,林芝,714,Basong Tso (Basongcuo)
隐贤山庄,114.024421,22.974295,东莞,715,Yinxian Mountain Villa
包公园,117.293878,31.856757,合肥,716,Bao Park
东江湖旅游区,113.263979,25.934287,郴州,717,Dongjiang Lake Tourist Area
天心阁,112.981388,28.183743,长沙,718,Tianxin Pavilion
沂蒙山云蒙景区（蒙山国家森林公园）,117.966787,35.557897,临沂,719,Yimeng Mountain Yunmeng Scenic Area (Mengshan National Forest Park)
上海城市历史发展陈列馆,121.499768,31.239774,上海,720,Shanghai Urban History Exhibition Hall
猫鼻头公园,120.741651,21.919425,屏东,721,Maobitou Park
世界花卉大观园,116.353216,39.835645,北京,722,World Flower Grand View Garden
百里峡,115.390068,39.659798,保定,723,Baili Gorge
集美学村,118.092675,24.56628,厦门,724,Jimei School Village
纳帕海,99.647928,27.854611,迪庆,725,Napahai Lake
秦淮河,118.7487,32.062788,南京,726,Qinhuai River
江郎山风景名胜区,118.568363,28.531666,衢州,727,Jianglang Mountain Scenic Area
青羊宫,104.041157,30.660052,成都,728,Qingyang Palace
美丽岛站光之穹顶,120.305919,22.628615,高雄,729,Formosa Boulevard Station Dome of Light
小普陀,100.223051,25.807426,大理,730,Little Putuo
自贡恐龙博物馆,104.829653,29.395625,自贡,731,Zigong Dinosaur Museum
大奇山国家森林公园,119.731451,29.755721,杭州,732,Daqi Mountain National Forest Park
新澳海底世界,119.563292,39.906128,秦皇岛,733,Xin'ao Underwater World
五花海,103.88097,33.15912,阿坝,734,Five-Flower Sea (Wuhua Hai)
网师园,120.633718,31.298253,苏州,735,Master-of-Nets Garden
黑马河乡,99.779349,36.72879,海南藏族自治州,736,Heima River Township
铜锣湾,114.18892,22.277512,香港,737,Causeway Bay
长风公园,121.399514,31.225055,上海,738,Changfeng Park
月亮山,110.47406,24.72384,桂林,739,Moon Hill
上海大自然野生昆虫馆,121.497703,31.240413,上海,740,Shanghai Wild Insect Kingdom
云水谣景区,117.095668,24.666056,漳州,741,Yunshuiyao Scenic Area
抚仙湖国际旅游度假区,102.95936,24.579846,玉溪,742,Fuxian Lake International Tourism Resort
杭州动物园,120.133292,30.212566,杭州,743,Hangzhou Zoo
迎客松,118.17582,30.12217,黄山,744,Guest-Greeting Pine
赤水丹霞旅游区·大瀑布,105.74679,28.376076,遵义,745,Chishui Danxia Tourist Area · Great Waterfall
泰安地下龙宫（原泰山大裂谷）,117.239392,36.149275,泰安,746,Taian Underground Dragon Palace (Former Taishan Grand Canyon)
火宫殿,112.973712,28.190689,长沙,747,Fire Palace
兰亭,120.501301,29.926047,绍兴,748,Lanting Pavilion
彩虹桥,117.774838,29.415167,上饶,749,Rainbow Bridge
天际100香港观景台,114.165227,22.300657,香港,750,Sky100 Hong Kong Observation Deck
山西博物院,112.531026,37.865433,太原,751,Shanxi Museum
金山,119.414431,32.215265,镇江,752,Jinshan (Gold Mountain)
崂山仰口游览区,120.666119,36.236685,青岛,753,Laoshan Yangkou Tourist Area
天门山玻璃栈道,110.478526,29.046773,张家界,754,Tianmen Mountain Glass Walkway
白洋淀风景区,115.98984,38.936495,保定,755,Baiyangdian Lake Scenic Area
上海马戏城,121.451538,31.278142,上海,756,Shanghai Circus World
蝴蝶泉,100.098109,25.906656,大理,757,Butterfly Spring
六和塔,120.132654,30.195818,杭州,758,Six Harmonies Pagoda (Liuhe Pagoda)
琼台仙谷,121.01062,29.208852,台州,759,Qiongtai Immortal Valley
中国科学院华南国家植物园,113.367004,23.183094,广州,760,"South China Botanical Garden, Chinese Academy of Sciences"
静安寺,121.445167,31.223591,上海,761,Jing'an Temple
云和梯田景区,119.486404,28.049714,丽水,762,Yunhe Rice Terraces Scenic Area
白堤,120.148897,30.255347,杭州,763,Bai Causeway
太行大峡谷景区,113.748905,36.176177,安阳,764,Taihang Grand Canyon Scenic Area
潭柘寺,116.031232,39.904911,北京,765,Tanzhe Temple
贡嘎山,101.880876,29.59307,甘孜,766,Mount Gongga
六合夜市,120.30316,22.629252,高雄,767,Liuhe Night Market
中华艺术宫,121.494758,31.184343,上海,768,China Art Museum
沈阳世博园,123.639462,41.857639,沈阳,769,Shenyang Expo Garden
琅琊山景区,118.287227,32.280531,滁州,770,Langya Mountain Scenic Area
居庸关长城,116.071722,40.291432,北京,771,Juyongguan Great Wall
小梅沙,114.327944,22.600923,深圳,772,Xiaomeisha
南宋御街,120.171018,30.24182,杭州,773,Southern Song Imperial Street
日月山,101.094102,36.442499,西宁,774,Riyue Mountain
麦积山风景名胜区,106.008827,34.351448,天水,775,Maiji Mountain Scenic Area
海螺沟,102.013175,29.585766,甘孜,776,Hailuo Gully
白城沙滩,118.102891,24.432042,厦门,777,Baicheng Beach
大相国寺,114.354684,34.79179,开封,778,Daxiangguo Temple
隆兴寺,114.582489,38.144265,石家庄,779,Longxing Temple
句容茅山景区,119.315514,31.785557,镇江,780,Jurong Maoshan Scenic Area
上海汽车博物馆,121.170217,31.278695,上海,781,Shanghai Auto Museum
黄龙溪欢乐田园,103.983016,30.332476,成都,782,Huanglongxi Happy Countryside
采石矶,118.457373,31.655382,马鞍山,783,Caishiji
俄罗斯风情街,121.637207,38.927059,大连,784,Russian Style Street
安昌古镇,120.492067,30.138072,绍兴,785,Anchang Ancient Town
